data_base,cnpj_raiz,nome_instituicao,ente_destino,conta,saldo,arquivo,linha_arquivo,sha256_arquivo
202512,13009717,BCO DO EST. DE SE S.A.,Estados e DF,9090800008,203024667.88,202512BANCOS.CSV,16069,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202512,13009717,BCO DO EST. DE SE S.A.,Municipios,9090900001,13784134.32,202512BANCOS.CSV,16070,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202512,92702067,BCO DO ESTADO DO RS S.A.,Estados e DF,9090800008,10306349442.94,202512BANCOS.CSV,49620,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202512,92702067,BCO DO ESTADO DO RS S.A.,Municipios,9090900001,112859667.49,202512BANCOS.CSV,49621,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202512,00360305,CAIXA ECONOMICA FEDERAL,Uniao,9090700005,383703580039.73,202512BANCOS.CSV,1193,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202512,00360305,CAIXA ECONOMICA FEDERAL,Estados e DF,9090800008,5279405978.65,202512BANCOS.CSV,1194,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202512,00360305,CAIXA ECONOMICA FEDERAL,Municipios,9090900001,1036166075.63,202512BANCOS.CSV,1195,d9a39a4dae6db567e09546bf32e94f2796ce6746353b8b2651934e2e2b2611af
202601,28127603,BCO BANESTES S.A.,Municipios,9090900001,430727858.02,202601BANCOS.CSV,20564,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,00000000,BCO DO BRASIL S.A.,Estados e DF,9090800008,61003305362.58,202601BANCOS.CSV,607,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,00000000,BCO DO BRASIL S.A.,Municipios,9090900001,22266294798.45,202601BANCOS.CSV,608,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,13009717,BCO DO EST. DE SE S.A.,Estados e DF,9090800008,203024667.88,202601BANCOS.CSV,15739,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,13009717,BCO DO EST. DE SE S.A.,Municipios,9090900001,13784134.32,202601BANCOS.CSV,15740,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,92702067,BCO DO ESTADO DO RS S.A.,Estados e DF,9090800008,10306349442.94,202601BANCOS.CSV,48339,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,92702067,BCO DO ESTADO DO RS S.A.,Municipios,9090900001,114394822.31,202601BANCOS.CSV,48340,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,00360305,CAIXA ECONOMICA FEDERAL,Uniao,9090700005,386974460313.42,202601BANCOS.CSV,1216,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,00360305,CAIXA ECONOMICA FEDERAL,Estados e DF,9090800008,4668027483.21,202601BANCOS.CSV,1217,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202601,00360305,CAIXA ECONOMICA FEDERAL,Municipios,9090900001,1043512666.44,202601BANCOS.CSV,1218,d99a014547ae7a433e11bb01c2c2c5236394328e9ddfc23b7edf28608723828d
202602,28127603,BCO BANESTES S.A.,Municipios,9090900001,431797581.63,202602BANCOS.CSV,20870,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,00000000,BCO DO BRASIL S.A.,Estados e DF,9090800008,61809174413.82,202602BANCOS.CSV,610,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,00000000,BCO DO BRASIL S.A.,Municipios,9090900001,22409646987.97,202602BANCOS.CSV,611,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,13009717,BCO DO EST. DE SE S.A.,Estados e DF,9090800008,203024667.88,202602BANCOS.CSV,15994,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,13009717,BCO DO EST. DE SE S.A.,Municipios,9090900001,13784134.32,202602BANCOS.CSV,15995,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,92702067,BCO DO ESTADO DO RS S.A.,Estados e DF,9090800008,10306349442.94,202602BANCOS.CSV,48721,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,92702067,BCO DO ESTADO DO RS S.A.,Municipios,9090900001,115404687.61,202602BANCOS.CSV,48722,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,00360305,CAIXA ECONOMICA FEDERAL,Uniao,9090700005,394135131866.08,202602BANCOS.CSV,1230,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,00360305,CAIXA ECONOMICA FEDERAL,Estados e DF,9090800008,4698129434.84,202602BANCOS.CSV,1231,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202602,00360305,CAIXA ECONOMICA FEDERAL,Municipios,9090900001,1020519255.07,202602BANCOS.CSV,1232,42b895b9ac76dbd855a5ad8e93909bcf6594a318620de0e3c35e1d0f6e580958
202603,28127603,BCO BANESTES S.A.,Municipios,9090900001,429823634.82,202603BANCOS.CSV,21087,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,00000000,BCO DO BRASIL S.A.,Estados e DF,9090800008,62579960331.59,202603BANCOS.CSV,614,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,00000000,BCO DO BRASIL S.A.,Municipios,9090900001,22408604611.94,202603BANCOS.CSV,615,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,13009717,BCO DO EST. DE SE S.A.,Estados e DF,9090800008,200115558.9,202603BANCOS.CSV,16136,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,13009717,BCO DO EST. DE SE S.A.,Municipios,9090900001,13961931.79,202603BANCOS.CSV,16137,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,92702067,BCO DO ESTADO DO RS S.A.,Estados e DF,9090800008,10306349442.94,202603BANCOS.CSV,49219,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,92702067,BCO DO ESTADO DO RS S.A.,Municipios,9090900001,115647358.41,202603BANCOS.CSV,49220,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,00360305,CAIXA ECONOMICA FEDERAL,Uniao,9090700005,396405350391.71,202603BANCOS.CSV,1237,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,00360305,CAIXA ECONOMICA FEDERAL,Estados e DF,9090800008,4636642413.88,202603BANCOS.CSV,1238,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202603,00360305,CAIXA ECONOMICA FEDERAL,Municipios,9090900001,1056316631.02,202603BANCOS.CSV,1239,7182290443ade7d8de26c8e0522ac2ae946a754f88065037725421b32441571d
202604,28127603,BCO BANESTES S.A.,Municipios,9090900001,426196448.08,202604BANCOS.CSV,21172,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,00000000,BCO DO BRASIL S.A.,Estados e DF,9090800008,62852309883.22,202604BANCOS.CSV,617,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,00000000,BCO DO BRASIL S.A.,Municipios,9090900001,22413895321.71,202604BANCOS.CSV,618,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,13009717,BCO DO EST. DE SE S.A.,Estados e DF,9090800008,199288682.24,202604BANCOS.CSV,16201,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,13009717,BCO DO EST. DE SE S.A.,Municipios,9090900001,14024908.18,202604BANCOS.CSV,16202,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,92702067,BCO DO ESTADO DO RS S.A.,Estados e DF,9090800008,10306349442.94,202604BANCOS.CSV,49515,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,92702067,BCO DO ESTADO DO RS S.A.,Municipios,9090900001,113936934.05,202604BANCOS.CSV,49516,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,00360305,CAIXA ECONOMICA FEDERAL,Uniao,9090700005,400845386107.65,202604BANCOS.CSV,1240,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,00360305,CAIXA ECONOMICA FEDERAL,Estados e DF,9090800008,4597796002.82,202604BANCOS.CSV,1241,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202604,00360305,CAIXA ECONOMICA FEDERAL,Municipios,9090900001,1059811536.53,202604BANCOS.CSV,1242,c3943538fe11afeb0a81d1b125b051e95ca0eced8cd76b1daeee1921948c70b9
202605,28127603,BCO BANESTES S.A.,Municipios,9090900001,428365573.71,202605BANCOS.CSV,21327,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,00000000,BCO DO BRASIL S.A.,Estados e DF,9090800008,63016979705.95,202605BANCOS.CSV,613,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,00000000,BCO DO BRASIL S.A.,Municipios,9090900001,22445376770.16,202605BANCOS.CSV,614,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,13009717,BCO DO EST. DE SE S.A.,Estados e DF,9090800008,198340109.33,202605BANCOS.CSV,16296,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,13009717,BCO DO EST. DE SE S.A.,Municipios,9090900001,14086282.82,202605BANCOS.CSV,16297,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,92702067,BCO DO ESTADO DO RS S.A.,Estados e DF,9090800008,10306349442.94,202605BANCOS.CSV,49497,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,92702067,BCO DO ESTADO DO RS S.A.,Municipios,9090900001,116622047.86,202605BANCOS.CSV,49498,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,00360305,CAIXA ECONOMICA FEDERAL,Uniao,9090700005,403449882590.66,202605BANCOS.CSV,1235,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,00360305,CAIXA ECONOMICA FEDERAL,Estados e DF,9090800008,4618767253.95,202605BANCOS.CSV,1236,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
202605,00360305,CAIXA ECONOMICA FEDERAL,Municipios,9090900001,1058263932.24,202605BANCOS.CSV,1237,955f305194219dc193f871ff537062c6bd562e723d4ad79087336ab4f5104056
