cnpj_raiz,nome_instituicao,ultima_data_base,ultimo_saldo_mantidos,ultimo_estoque_ampliado,data_base_referencia,observacao
00000208,BRB - BCO DE BRASILIA S.A.,202511,22375737172.64,29985701420.66,202603,Instituicao sem balancete publicado nesta data-base. Valor NAO somado ao total nacional (datas distintas).
